Year,Category,Material Type,Vendor,Cost
2019,Recycle,R-Mixed recycling,Mission Trail,1182
2019,Recycle,R-Mixed recycling,Mission Trail,1221
2019,Recycle,R-Mixed recycling,Mission Trail,1251
2019,Recycle,R-Mixed recycling,Mission Trail,1217
2019,Recycle,R-Mixed recycling,Mission Trail,1208
2019,Recycle,R-Mixed recycling,Mission Trail,1297
2019,Recycle,R-Mixed recycling,Mission Trail,1212
2019,Recycle,R-Mixed recycling,Mission Trail,1269
2019,Reuse,D-Donations,Others,1582
2019,Reuse,D-Donations,Others,1231
2019,Reuse,D-Donations,Others,996
2019,Reuse,D-Share Shelf,Others,47
2019,Compost,C-Foodscraps,Mission Trail,1483
2019,Compost,C-Yardwaste,Mission Trail,4592
2019,Compost,C-Yardwaste,Mission Trail,1257
2019,Compost,C-Yardwaste,Mission Trail,952
2019,Reuse,D-Food Recovery Network,Food Recovery Network,110
2019,Recycle,R-Confidential shredding,Corodata,1789
2019,Recycle,R-Construction & Demolition,Mission Trail,556
2019,Recycle,R-Construction & Demolition,Others,1371
2019,Landfill,L-Landfill,Mission Trail,176
2019,Landfill,L-Landfill,Mission Trail,176
2019,Landfill,L-Landfill,Mission Trail,1451
2019,Landfill,L-Landfill,Mission Trail,176
2019,Recycle,R-E-waste,Others,615
2019,Recycle,R-E-waste,Others,641
2019,Recycle,R-Mixed recycling,Mission Trail,117
2019,Recycle,R-Mixed recycling,Mission Trail,445
2019,Recycle,R-Mixed recycling,Mission Trail,117
2019,Recycle,R-Mixed recycling,Mission Trail,338
2019,Recycle,R-Mixed recycling,Mission Trail,1260
2019,Landfill,L-Landfill,Mission Trail,342
2019,Landfill,L-Landfill,Mission Trail,669
2019,Landfill,L-Landfill,Mission Trail,508
2019,Recycle,R-Mixed recycling,Mission Trail,1236
2019,Recycle,R-Mixed recycling,Mission Trail,1228
2019,Recycle,R-Mixed recycling,Mission Trail,1233
2019,Landfill,L-Landfill,Mission Trail,1451
2019,Recycle,R-Mixed recycling,Mission Trail,1239
2019,Recycle,R-Mixed recycling,Mission Trail,1234
2019,Reuse,D-Share Shelf,Others,306
2019,Compost,C-Foodscraps,Mission Trail,1483
2019,Compost,C-Yardwaste,Mission Trail,4592
2019,Compost,C-Yardwaste,Mission Trail,1031
2019,Compost,C-Yardwaste,Mission Trail,973
2019,Compost,C-Yardwaste,Mission Trail,1004
2019,Reuse,D-Food Recovery Network,Food Recovery Network,1596
2019,Recycle,R-Confidential shredding,Corodata,298
2019,Recycle,R-Mixed recycling,Mission Trail,117
2019,Landfill,L-Landfill,Mission Trail,176
2019,Landfill,L-Landfill,Mission Trail,176
2019,Landfill,L-Landfill,Mission Trail,1451
2019,Landfill,L-Landfill,Mission Trail,1451
2019,Landfill,L-Landfill,Mission Trail,176
2019,Recycle,R-Mixed recycling,Mission Trail,227
2019,Recycle,R-Mixed recycling,Mission Trail,117
2019,Recycle,R-Mixed recycling,Mission Trail,1240
2019,Recycle,R-Mixed recycling,Mission Trail,1238
2019,Recycle,R-Mixed recycling,Mission Trail,1231
2019,Recycle,R-Mixed recycling,Mission Trail,1241
2019,Recycle,R-Mixed recycling,Mission Trail,1238
2019,Recycle,R-Mixed recycling,Mission Trail,1232
2019,Reuse,D-Donations,Others,1288
2019,Landfill,L-Landfill,Mission Trail,669
2019,Reuse,D-Gleaning,Others,176
2019,Reuse,D-Swap For Good,Others,167
2019,Reuse,D-Food Recovery Network,Food Recovery Network,1172
2019,Recycle,R-Confidential shredding,Corodata,463
2019,Compost,C-Foodscraps,Mission Trail,1643
2019,Compost,C-Organics,Mission Trail,4929
2019,Landfill,L-Landfill,Mission Trail,176
2019,Landfill,L-Landfill,Mission Trail,1451
2019,Landfill,L-Landfill,Mission Trail,1451
2019,Landfill,L-Landfill,Mission Trail,1451
2019,Landfill,L-Landfill,Mission Trail,1451
2019,Landfill,L-Landfill,Mission Trail,1451
2019,Landfill,L-Landfill,Mission Trail,1451
2019,Recycle,R-Mixed recycling,Mission Trail,463
2019,Recycle,R-Mixed recycling,Mission Trail,122
2019,Recycle,R-Mixed recycling,Mission Trail,352
2019,Compost,C-Yardwaste,Mission Trail,1095
2019,Compost,C-Yardwaste,Mission Trail,1193
2019,Compost,C-Yardwaste,Mission Trail,1159
2019,Recycle,R-Mixed recycling,Mission Trail,1291
2019,Recycle,R-Mixed recycling,Mission Trail,1279
2019,Recycle,R-Mixed recycling,Mission Trail,1275
2019,Recycle,R-Mixed recycling,Mission Trail,1288
2019,Recycle,R-Mixed recycling,Mission Trail,1285
2019,Landfill,L-Landfill,Mission Trail,669
2019,Reuse,D-Gleaning,Others,1614
2019,Reuse,D-Food Recovery Network,Food Recovery Network,1604
2019,Recycle,R-Confidential shredding,Corodata,1082
2019,Recycle,R-Mixed recycling,Mission Trail,122
2019,Compost,C-Foodscraps,Mission Trail,1643
2019,Landfill,L-Landfill,Mission Trail,176
2019,Landfill,L-Landfill,Mission Trail,1451
2019,Landfill,L-Landfill,Mission Trail,1451
2019,Landfill,L-Landfill,Mission Trail,1451
2019,Landfill,L-Landfill,Mission Trail,176
2019,Compost,C-Organics,Mission Trail,4929
2019,Recycle,R-Mixed recycling,Mission Trail,236
2019,Recycle,R-Mixed recycling,Mission Trail,352
2019,Compost,C-Yardwaste,Mission Trail,1108
2019,Landfill,L-Landfill,Mission Trail,342
2019,Recycle,R-Mixed recycling,Mission Trail,1286
2019,Recycle,R-Mixed recycling,Mission Trail,1279
2019,Reuse,D-Gleaning,Others,1594
2019,Reuse,D-Food Recovery Network,Food Recovery Network,1449
2019,Recycle,R-Confidential shredding,Corodata,1265
2019,Recycle,R-Mixed recycling,Mission Trail,122
2019,Compost,C-Foodscraps,Mission Trail,1643
2019,Compost,C-Organics,Mission Trail,4929
2019,Recycle,R-Mixed recycling,Mission Trail,463
2019,Recycle,R-Mixed recycling,Mission Trail,122
2019,Recycle,R-Mixed recycling,Mission Trail,352
2019,Reuse,D-Donations,Others,1546
2019,Landfill,L-Landfill,Mission Trail,1451
2019,Landfill,L-Landfill,Mission Trail,1451
2019,Landfill,L-Landfill,Mission Trail,1451
2019,Landfill,L-Landfill,Mission Trail,1451
2019,Landfill,L-Landfill,Mission Trail,1451
2019,Compost,C-Yardwaste,Mission Trail,1188
2019,Compost,C-Yardwaste,Mission Trail,1028
2019,Compost,C-Yardwaste,Mission Trail,1124
2019,Recycle,R-Mixed recycling,Mission Trail,1287
2019,Recycle,R-Mixed recycling,Mission Trail,1314
2019,Recycle,R-Mixed recycling,Mission Trail,1269
2019,Recycle,R-Mixed recycling,Mission Trail,1657
2019,Recycle,R-Mixed recycling,Mission Trail,1317
2019,Recycle,R-Mixed recycling,Mission Trail,1279
2019,Reuse,D-Bronco Surplus,Others,1598
2019,Reuse,D-Share Shelf,Others,730
2019,Recycle,R-Metal,Sims,117
2019,Compost,C-Foodscraps,Mission Trail,1483
2020,Landfill,L-Landfill,Mission Trail,342
2020,Recycle,R-Mixed recycling,Mission Trail,463
2020,Recycle,R-Mixed recycling,Mission Trail,122
2020,Landfill,L-Landfill,Mission Trail,508
2020,Recycle,R-Mixed recycling,Mission Trail,352
2020,Reuse,D-Bronco Surplus,Others,211
2020,Recycle,R-Metal,Sims,203
2020,Compost,C-Yardwaste,Mission Trail,973
2020,Compost,C-Yardwaste,Mission Trail,1020
2020,Landfill,L-Landfill,Mission Trail,176
2020,Landfill,L-Landfill,Mission Trail,176
2020,Landfill,L-Landfill,Mission Trail,854
2020,Landfill,L-Landfill,Mission Trail,854
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Landfill,L-Landfill,Mission Trail,176
2020,Recycle,R-Mixed recycling,Mission Trail,122
2020,Recycle,R-Mixed recycling,Mission Trail,1282
2020,Recycle,R-Mixed recycling,Mission Trail,1285
2020,Recycle,R-Mixed recycling,Mission Trail,1276
2020,Recycle,R-Mixed recycling,Mission Trail,1286
2020,Recycle,R-Mixed recycling,Mission Trail,1273
2020,Recycle,R-Mixed recycling,Mission Trail,1282
2020,Recycle,R-Mixed recycling,Mission Trail,1278
2020,Compost,C-Foodscraps,Mission Trail,1643
2020,Landfill,L-Landfill,Mission Trail,342
2020,Recycle,R-Mixed recycling,Mission Trail,463
2020,Landfill,L-Landfill,Mission Trail,669
2020,Landfill,L-Landfill,Mission Trail,508
2020,Recycle,R-Mixed recycling,Mission Trail,352
2020,Recycle,R-Confidential shredding,Corodata,946
2020,Recycle,R-Confidential shredding,Corodata,4929
2020,Compost,C-Yardwaste,Mission Trail,974
2020,Compost,C-Yardwaste,Mission Trail,1217
2020,Landfill,L-Landfill,Mission Trail,176
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Recycle,R-Mixed recycling,Mission Trail,1283
2020,Recycle,R-Mixed recycling,Mission Trail,1285
2020,Recycle,R-Mixed recycling,Mission Trail,1276
2020,Recycle,R-Mixed recycling,Mission Trail,1279
2020,Recycle,R-Mixed recycling,Mission Trail,1310
2020,Recycle,R-Mixed recycling,Mission Trail,1285
2020,Compost,C-Foodscraps,Mission Trail,1643
2020,Compost,C-Yardwaste,Mission Trail,4929
2020,Landfill,L-Landfill,Mission Trail,342
2020,Recycle,R-Mixed recycling,Mission Trail,463
2020,Landfill,L-Landfill,Mission Trail,669
2020,Recycle,R-Mixed recycling,Mission Trail,122
2020,Landfill,L-Landfill,Mission Trail,508
2020,Compost,C-Yardwaste,Mission Trail,951
2020,Compost,C-Yardwaste,Mission Trail,883
2020,Landfill,L-Landfill,Mission Trail,176
2020,Landfill,L-Landfill,Mission Trail,176
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Landfill,L-Landfill,Mission Trail,176
2020,Recycle,R-Mixed recycling,Mission Trail,122
2020,Recycle,R-Mixed recycling,Mission Trail,1260
2020,Recycle,R-Mixed recycling,Mission Trail,1300
2020,Recycle,R-Mixed recycling,Mission Trail,1298
2020,Recycle,R-Mixed recycling,Mission Trail,1252
2020,Recycle,R-Mixed recycling,Mission Trail,1281
2020,Recycle,R-Mixed recycling,Mission Trail,1285
2020,Compost,C-Foodscraps,Mission Trail,1643
2020,Recycle,R-Mixed recycling,Mission Trail,236
2020,Recycle,R-Mixed recycling,Mission Trail,122
2020,Recycle,R-Mixed recycling,Mission Trail,352
2020,Compost,C-Yardwaste,Mission Trail,942
2020,Landfill,L-Landfill,Mission Trail,176
2020,Landfill,L-Landfill,Mission Trail,176
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Compost,C-Foodscraps,Mission Trail,1643
2020,Compost,C-Yardwaste,Mission Trail,4929
2020,Compost,C-Yardwaste,Mission Trail,898
2020,Compost,C-Yardwaste,Mission Trail,866
2020,Compost,C-Yardwaste,Mission Trail,1166
2020,Compost,C-Yardwaste,Mission Trail,1136
2020,Compost,C-Yardwaste,Mission Trail,1019
2020,Landfill,L-Landfill,Mission Trail,176
2020,Landfill,L-Landfill,Mission Trail,176
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Compost,C-Yardwaste,Mission Trail,1150
2020,Compost,C-Yardwaste,Mission Trail,1145
2020,Compost,C-Yardwaste,Mission Trail,1051
2020,Compost,C-Yardwaste,Mission Trail,1110
2020,Compost,C-Yardwaste,Mission Trail,1041
2020,Landfill,L-Landfill,Mission Trail,217
2020,Landfill,L-Landfill,Mission Trail,2413
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Landfill,L-Landfill,Mission Trail,1206
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Landfill,L-Landfill,Mission Trail,1206
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Landfill,L-Landfill,Mission Trail,1206
2020,Recycle,R-Mixed recycling,Mission Trail,1291
2020,Compost,C-Organics,Mission Trail,1582
2020,Compost,C-Foodscraps,Mission Trail,1163
2020,Compost,C-Yardwaste,Mission Trail,951
2020,Landfill,L-Landfill,Mission Trail,217
2020,Landfill,L-Landfill,Mission Trail,1221
2020,Recycle,R-Mixed recycling,Mission Trail,1187
2020,Compost,C-Organics,Mission Trail,888
2020,Compost,C-Foodscraps,Mission Trail,1444
2020,Compost,C-Yardwaste,Mission Trail,964
2020,Compost,C-Yardwaste,Mission Trail,947
2020,Compost,C-Yardwaste,Mission Trail,1093
2020,Landfill,L-Landfill,Mission Trail,217
2020,Landfill,L-Landfill,Mission Trail,1273
2020,Landfill,L-Landfill,Mission Trail,1126
2020,Recycle,R-Mixed recycling,Mission Trail,1199
2020,Compost,C-Organics,Mission Trail,154
2020,Compost,C-Foodscraps,Mission Trail,1371
2020,Compost,C-Yardwaste,Mission Trail,912
2020,Landfill,L-Landfill,Mission Trail,176
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Landfill,L-Landfill,Mission Trail,1451
2020,Recycle,R-Mixed recycling,Mission Trail,1317
2020,Compost,C-Foodscraps,Mission Trail,1643
2020,Compost,C-Organics,Mission Trail,1083
2020,Compost,C-Yardwaste,Mission Trail,901
2020,Landfill,L-Landfill,Mission Trail,1044
2020,Landfill,L-Landfill,Mission Trail,1154
2020,Landfill,L-Landfill,Mission Trail,1087
2020,Landfill,L-Landfill,Mission Trail,1063
2020,Landfill,L-Landfill,Mission Trail,1116
2020,Recycle,R-Mixed recycling,Mission Trail,1176
2020,Compost,C-Yardwaste,Mission Trail,888
2020,Compost,C-Yardwaste,Mission Trail,896
2020,Landfill,L-Landfill,Mission Trail,1035
2020,Compost,C-Yardwaste,Mission Trail,876
2020,Compost,C-Yardwaste,Mission Trail,910
2020,Compost,C-Yardwaste,Mission Trail,939
2020,Compost,C-Organics,Mission Trail,918
2020,Landfill,L-Landfill,Mission Trail,1256
2020,Landfill,L-Landfill,Mission Trail,1204
2020,Landfill,L-Landfill,Mission Trail,1024
2020,Landfill,L-Landfill,Mission Trail,1057
2020,Recycle,R-Mixed recycling,Mission Trail,1194
2020,Landfill,L-Landfill,Mission Trail,1120
2020,Recycle,R-Metal,Sims,1440
2020,Recycle,R-Metal,Sims,1278
2020,Recycle,R-Metal,Sims,964
2020,Recycle,R-Construction & Demolition,Others,579
2021,Compost,C-Yardwaste,Mission Trail,829
2021,Compost,C-Yardwaste,Mission Trail,876
2021,Compost,C-Yardwaste,Mission Trail,896
2021,Landfill,L-Landfill,Mission Trail,1016
2021,Landfill,L-Landfill,Mission Trail,1037
2021,Landfill,L-Landfill,Mission Trail,1024
2021,Recycle,R-Mixed recycling,Mission Trail,1204
2021,Compost,C-Organics,Mission Trail,2700
2021,Compost,C-Yardwaste,Mission Trail,998
2021,Compost,C-Yardwaste,Mission Trail,896
2021,Compost,C-Yardwaste,Mission Trail,892
2021,Compost,C-Yardwaste,Mission Trail,906
2021,Landfill,L-Landfill,Mission Trail,1213
2021,Landfill,L-Landfill,Mission Trail,1097
2021,Landfill,L-Landfill,Mission Trail,1049
2021,Recycle,R-Mixed recycling,Mission Trail,1202
2021,Landfill,L-Landfill,Mission Trail,435
2021,Compost,C-Foodscraps,Mission Trail,1643
2021,Compost,C-Organics,Mission Trail,4929
2021,Compost,C-Yardwaste,Mission Trail,1115
2021,Compost,C-Yardwaste,Mission Trail,864
2021,Landfill,L-Landfill,Mission Trail,1087
2021,Landfill,L-Landfill,Mission Trail,1173
2021,Landfill,L-Landfill,Mission Trail,1198
2021,Landfill,L-Landfill,Mission Trail,435
2021,Compost,C-Foodscraps,Mission Trail,1071
2021,Compost,C-Organics,Mission Trail,3214
2021,Compost,C-Yardwaste,Mission Trail,1011
2021,Landfill,L-Landfill,Mission Trail,1166
2021,Landfill,L-Landfill,Mission Trail,1249
2021,Recycle,R-Mixed recycling,Mission Trail,1142
2021,Recycle,R-Mixed recycling,Mission Trail,1136
2021,Compost,C-Yardwaste,Mission Trail,911
2021,Landfill,L-Landfill,Mission Trail,926
2021,Landfill,L-Landfill,Mission Trail,957
2021,Landfill,L-Landfill,Mission Trail,1193
2021,Landfill,L-Landfill,Mission Trail,1275
2021,Recycle,R-Mixed recycling,Mission Trail,1135
2021,Recycle,R-Mixed recycling,Mission Trail,1145
2021,Recycle,R-Mixed recycling,Mission Trail,1153
2021,Recycle,R-Mixed recycling,Mission Trail,1145
2021,Compost,C-Yardwaste,Mission Trail,917
2021,Compost,C-Yardwaste,Mission Trail,1002
2021,Compost,C-Yardwaste,Mission Trail,1016
2021,Landfill,L-Landfill,Mission Trail,1275
2021,Landfill,L-Landfill,Mission Trail,1309
2021,Recycle,R-Mixed recycling,Mission Trail,1467
2021,Compost,C-Yardwaste,Mission Trail,1022
2021,Landfill,L-Landfill,Mission Trail,1352
2021,Landfill,L-Landfill,Mission Trail,1303
2021,Recycle,R-Mixed recycling,Mission Trail,1499
2021,Compost,C-Yardwaste,Mission Trail,915
2021,Compost,C-Yardwaste,Mission Trail,977
2021,Compost,C-Yardwaste,Mission Trail,975
2021,Compost,C-Yardwaste,Mission Trail,943
2021,Landfill,L-Landfill,Mission Trail,1399
2021,Landfill,L-Landfill,Mission Trail,1430
2021,Landfill,L-Landfill,Mission Trail,1477
2021,Landfill,L-Landfill,Mission Trail,1486
2021,Landfill,L-Landfill,Mission Trail,1466
2021,Landfill,L-Landfill,Mission Trail,1443
2021,Recycle,R-Mixed recycling,Mission Trail,1465
2021,Recycle,R-Mixed recycling,Mission Trail,1495
2021,Recycle,R-Mixed recycling,Mission Trail,1517
2021,Recycle,R-Mixed recycling,Mission Trail,1492
2021,Compost,C-Foodscraps,Mission Trail,1114
2021,Recycle,R-Mixed recycling,Mission Trail,141
2021,Compost,C-Foodscraps,Mission Trail,2723
2021,Compost,C-Yardwaste,Mission Trail,928
2021,Compost,C-Yardwaste,Mission Trail,940
2021,Compost,C-Yardwaste,Mission Trail,982
2021,Landfill,L-Landfill,Mission Trail,1457
2021,Landfill,L-Landfill,Mission Trail,1482
2021,Landfill,L-Landfill,Mission Trail,1467
2021,Landfill,L-Landfill,Mission Trail,1478
2021,Landfill,L-Landfill,Mission Trail,1452
2021,Recycle,R-Mixed recycling,Mission Trail,1469
2021,Recycle,R-Mixed recycling,Mission Trail,1461
2021,Recycle,R-Mixed recycling,Mission Trail,1470
2021,Recycle,R-Mixed recycling,Mission Trail,1465
2021,Landfill,L-Landfill,Mission Trail,537
2021,Landfill,L-Landfill,Mission Trail,268
2021,Recycle,R-Mixed recycling,Mission Trail,141
2021,Recycle,R-Metal,Sims,1279
2021,Recycle,R-Metal,Sims,1109
2021,Recycle,R-Metal,Sims,765
2021,Recycle,R-Metal,Sims,1451
2021,Recycle,R-Metal,Sims,49
2021,Recycle,R-E-waste,ECS Refining,1451
2021,Recycle,R-E-waste,ECS Refining,1617
2021,Recycle,R-E-waste,ECS Refining,308
2021,Recycle,R-E-waste,ECS Refining,5627
2021,Recycle,R-E-waste,ECS Refining,1405
2021,Recycle,R-E-waste,ECS Refining,1579
2021,Recycle,R-E-waste,ECS Refining,1687
2021,Recycle,R-E-waste,ECS Refining,1643
2021,Recycle,R-Confidential shredding,Corodata,226
2021,Compost,C-Yardwaste,Mission Trail,922
2021,Compost,C-Yardwaste,Mission Trail,899
2021,Landfill,L-Landfill,Mission Trail,1157
2021,Landfill,L-Landfill,Mission Trail,1221
2021,Landfill,L-Landfill,Mission Trail,1208
2021,Recycle,R-Mixed recycling,Mission Trail,1138
2021,Compost,C-Yardwaste,Mission Trail,1070
2021,Compost,C-Yardwaste,Mission Trail,972
2021,Landfill,L-Landfill,Mission Trail,1479
2021,Landfill,L-Landfill,Mission Trail,1507
2021,Landfill,L-Landfill,Mission Trail,1445
2021,Recycle,R-Mixed recycling,Mission Trail,1460
2021,Recycle,R-Mixed recycling,Mission Trail,1474
2021,Recycle,R-Mixed recycling,Mission Trail,1471
2021,Recycle,R-Mixed recycling,Mission Trail,1462
2021,Recycle,R-Mixed recycling,Mission Trail,1474
2021,Recycle,R-Mixed recycling,Mission Trail,1467
2021,Landfill,L-Landfill,Mission Trail,1608
2021,Landfill,L-Landfill,Mission Trail,1311
2021,Landfill,L-Landfill,Mission Trail,1162
2021,Recycle,R-Mixed recycling,Mission Trail,1485
2021,Recycle,R-Mixed recycling,Mission Trail,826
2021,Recycle,R-Mixed recycling,Mission Trail,832
2021,Recycle,R-Metal,Sims,176
2019,Landfill,L-Construction & Demolition,Others,1083
2019,Landfill,L-Construction & Demolition,Others,669
2019,Landfill,L-Construction & Demolition,Others,480
2019,Landfill,L-Construction & Demolition,Others,84
2019,Landfill,L-Construction & Demolition,Others,765
2019,Landfill,L-Construction & Demolition,Others,984
2019,Landfill,L-Construction & Demolition,Others,2274
2021,Landfill,L-Construction & Demolition,Others,1582
2021,Landfill,L-Construction & Demolition,Others,1035
2021,Landfill,L-Construction & Demolition,Others,1265
2021,Landfill,L-Construction & Demolition,Others,1052
2021,Landfill,L-Construction & Demolition,Others,1278
2021,Landfill,L-Construction & Demolition,Others,1582
2021,Landfill,L-Construction & Demolition,Others,1687
2021,Landfill,L-Construction & Demolition,Others,896
2021,Landfill,L-Construction & Demolition,Others,1653
2019,Recycle,R-Construction & Demolition,Others,1147
2019,Recycle,R-Construction & Demolition,Others,1449
2019,Recycle,R-Construction & Demolition,Others,1265
2019,Recycle,R-Construction & Demolition,Others,1371
2019,Recycle,R-Construction & Demolition,Others,306
2019,Recycle,R-Construction & Demolition,Others,1140
2019,Recycle,R-Construction & Demolition,Others,1687
2019,Recycle,R-Construction & Demolition,Others,939
2019,Recycle,R-Construction & Demolition,Others,1078
2021,Recycle,R-Construction & Demolition,Others,1182
2021,Recycle,R-Construction & Demolition,Others,352
2021,Recycle,R-Construction & Demolition,Others,1035
2021,Recycle,R-Construction & Demolition,Others,1451
2021,Recycle,R-Construction & Demolition,Others,992
2021,Recycle,R-Confidential shredding,Corodata,450
2021,Recycle,R-Confidential shredding,Corodata,1259
2021,Recycle,R-Confidential shredding,Corodata,785
2021,Recycle,R-Confidential shredding,Corodata,1107
2021,Recycle,R-Confidential shredding,Corodata,348
2021,Recycle,R-Confidential shredding,Corodata,1050
2021,Recycle,R-Confidential shredding,Corodata,827
2021,Recycle,R-E-waste,Others,1327
2022,Compost,C-Yardwaste,Mission Trail,1051
2022,Compost,C-Yardwaste,Mission Trail,1035
2022,Compost,C-Yardwaste,Mission Trail,950
2022,Compost,C-Yardwaste,Mission Trail,952
2022,Compost,C-Yardwaste,Mission Trail,919
2022,Landfill,L-Landfill,Mission Trail,1452
2022,Landfill,L-Landfill,Mission Trail,1397
2022,Landfill,L-Landfill,Mission Trail,1311
2022,Landfill,L-Landfill,Mission Trail,1457
2022,Landfill,L-Landfill,Mission Trail,1408
2022,Landfill,L-Landfill,Mission Trail,1411
2022,Recycle,R-Mixed recycling,Mission Trail,1503
2022,Recycle,R-Mixed recycling,Mission Trail,1444
2022,Recycle,R-Mixed recycling,Mission Trail,1458
2022,Recycle,R-Mixed recycling,Mission Trail,1452
2022,Recycle,R-Mixed recycling,Mission Trail,1451
2022,Landfill,L-Landfill,Mission Trail,537
2022,Landfill,L-Landfill,Mission Trail,268
2022,Recycle,R-Mixed recycling,Mission Trail,141
2022,Compost,C-Foodscraps,Mission Trail,2723
2022,Recycle,R-Confidential shredding,Corodata,615
2022,Recycle,R-Metal,Sims,81
2022,Compost,C-Yardwaste,Mission Trail,964
2022,Compost,C-Yardwaste,Mission Trail,901
2022,Landfill,L-Landfill,Mission Trail,1373
2022,Landfill,L-Landfill,Mission Trail,1419
2022,Landfill,L-Landfill,Mission Trail,1378
2022,Landfill,L-Landfill,Mission Trail,1482
2022,Landfill,L-Landfill,Mission Trail,1411
2022,Landfill,L-Landfill,Mission Trail,1453
2022,Landfill,L-Landfill,Mission Trail,1410
2022,Landfill,L-Landfill,Mission Trail,1452
2022,Recycle,R-Mixed recycling,Mission Trail,1455
2022,Recycle,R-Mixed recycling,Mission Trail,1458
2022,Recycle,R-Mixed recycling,Mission Trail,1455
2022,Recycle,R-Mixed recycling,Mission Trail,1448
2022,Compost,C-Yardwaste,Mission Trail,894
2022,Compost,C-Yardwaste,Mission Trail,956
2022,Compost,C-Yardwaste,Mission Trail,886
2022,Landfill,L-Landfill,Mission Trail,1414
2022,Landfill,L-Landfill,Mission Trail,1149
2022,Landfill,L-Landfill,Mission Trail,1467
2022,Recycle,R-Mixed recycling,Mission Trail,1459
2022,Recycle,R-Mixed recycling,Mission Trail,1451
2022,Compost,C-Yardwaste,Mission Trail,1075
2022,Compost,C-Yardwaste,Mission Trail,959
2022,Compost,C-Yardwaste,Mission Trail,953
2022,Landfill,L-Landfill,Mission Trail,1485
2022,Landfill,L-Landfill,Mission Trail,1454
2022,Landfill,L-Landfill,Mission Trail,1417
2022,Landfill,L-Landfill,Mission Trail,1383
2022,Landfill,L-Landfill,Mission Trail,1431
2022,Recycle,R-Mixed recycling,Mission Trail,1457
2022,Recycle,R-Mixed recycling,Mission Trail,1456
2022,Recycle,R-Mixed recycling,Mission Trail,1471
2022,Recycle,R-Mixed recycling,Mission Trail,1463
2022,Recycle,R-Mixed recycling,Mission Trail,1463
2022,Recycle,R-Mixed recycling,Mission Trail,1450
2022,Landfill,L-Landfill,Mission Trail,537
2022,Recycle,R-Mixed recycling,Mission Trail,141
2022,Compost,C-Foodscraps,Mission Trail,2723
2022,Compost,C-Organics,Mission Trail,5695
2022,Landfill,L-Landfill,Mission Trail,537
2022,Compost,C-Organics,Mission Trail,5695
2022,Landfill,L-Landfill,Mission Trail,268
2022,Recycle,R-Mixed recycling,Mission Trail,141
2022,Compost,C-Foodscraps,Mission Trail,2723
2022,Compost,C-Organics,Mission Trail,5695
2022,Compost,C-Yardwaste,Mission Trail,916
2022,Landfill,L-Landfill,Mission Trail,825
2022,Landfill,L-Landfill,Mission Trail,837
2022,Landfill,L-Landfill,Mission Trail,917
2022,Landfill,L-Landfill,Mission Trail,950
2022,Landfill,L-Landfill,Mission Trail,1020
2022,Landfill,L-Landfill,Mission Trail,1067
2022,Landfill,L-Landfill,Mission Trail,881
2022,Landfill,L-Landfill,Mission Trail,814
2022,Landfill,L-Landfill,Mission Trail,1240
2022,Landfill,L-Landfill,Mission Trail,1188
2022,Landfill,L-Landfill,Mission Trail,1338
2022,Landfill,L-Landfill,Mission Trail,1422
2022,Landfill,L-Landfill,Mission Trail,1412
2022,Landfill,L-Landfill,Mission Trail,1502
2022,Landfill,L-Landfill,Mission Trail,1207
2022,Recycle,R-Mixed recycling,Mission Trail,1470
2022,Recycle,R-Mixed recycling,Mission Trail,1442
2022,Recycle,R-Mixed recycling,Mission Trail,1447
2022,Recycle,R-Mixed recycling,Mission Trail,1454
2022,Recycle,R-Mixed recycling,Mission Trail,1978
2022,Recycle,R-Mixed recycling,Mission Trail,1483
2022,Recycle,R-Mixed recycling,Mission Trail,1474
2022,Recycle,R-Mixed recycling,Mission Trail,1430
2022,Recycle,R-Mixed recycling,Mission Trail,1447
2022,Landfill,L-Landfill,Mission Trail,829
2022,Recycle,R-Mixed recycling,Mission Trail,154
2022,Recycle,R-Metal,Sims,117
2022,Compost,C-Yardwaste,Mission Trail,1046
2022,Compost,C-Yardwaste,Mission Trail,1048
2022,Landfill,L-Landfill,Mission Trail,1251
2022,Landfill,L-Landfill,Mission Trail,1259
